player_id,Name,Position_24,OVR_24,Age_24,Height_24,Weight_24,Team_24,League_24,Nation_24,Preferred foot_24,Weak foot_24,Skill moves_24,PAC_24,SHO_24,PAS_24,DRI_24,DEF_24,PHY_24,Crossing_24,Finishing_24,Heading Accuracy_24,Short Passing_24,Volleys_24,Dribbling_24,Curve_24,Free Kick Accuracy_24,Long Passing_24,Ball Control_24,Acceleration_24,Sprint Speed_24,Agility_24,Reactions_24,Balance_24,Shot Power_24,Jumping_24,Stamina_24,Strength_24,Long Shots_24,Aggression_24,Interceptions_24,Positioning_24,Vision_24,Penalties_24,Composure_24,Def Awareness_24,Standing Tackle_24,Sliding Tackle_24,GK Diving_24,GK Handling_24,GK Kicking_24,GK Positioning_24,GK Reflexes_24,OVR_25,PAC_25,SHO_25,PAS_25,DRI_25,DEF_25,PHY_25,Acceleration_25,Sprint Speed_25,Positioning_25,Finishing_25,Shot Power_25,Long Shots_25,Volleys_25,Penalties_25,Vision_25,Crossing_25,Free Kick Accuracy_25,Short Passing_25,Long Passing_25,Curve_25,Dribbling_25,Agility_25,Balance_25,Reactions_25,Ball Control_25,Composure_25,Interceptions_25,Heading Accuracy_25,Def Awareness_25,Standing Tackle_25,Sliding Tackle_25,Jumping_25,Stamina_25,Strength_25,Aggression_25,Position_25,Weak foot_25,Skill moves_25,Preferred foot_25,Height_25,Weight_25,Age_25,Nation_25,League_25,Team_25,GK Diving_25,GK Handling_25,GK Kicking_25,GK Positioning_25,GK Reflexes_25
177003,L. Modrić,CM,87,37,172,66,Real Madrid,La Liga,Croatia,Right,4,4,72.0,76.0,89.0,87.0,72.0,66.0,86,72,55,91,76,84,85,78,92,90,75,70,92,85,92,79,67,83,58,82,62,80,76,91,83,92.0,70,73,72,13,9,7,14,9,86,72,76,88,87,71,64,75,69,76,72,79,82,76,83,90,86,78,90,90,85,84,92,92,85,90,91,79,55,70,73,72,67,76,58,62,CM,4,4,Right,"172cm / 5'8""",66kg / 146lb,39,Croatia,La Liga,Real Madrid,,,,,
200104,H. Son,LW,87,30,183,78,Tottenham Hotspur,Premier League,Korea Republic,Right,5,4,87.0,88.0,80.0,84.0,42.0,70.0,83,89,68,82,79,87,87,74,72,82,85,88,81,89,74,88,78,88,64,89,62,39,90,81,73,87.0,47,34,33,11,13,13,6,10,87,87,89,81,85,42,73,86,88,91,90,89,89,83,75,82,84,74,83,72,87,87,81,74,90,85,88,39,72,45,34,33,82,88,69,62,ST,5,4,Right,"183cm / 6'0""",78kg / 172lb,32,Korea Republic,Premier League,Spurs,,,,,
256790,J. Musiala,"CAM, CM, LM",86,20,184,72,FC Bayern München,Bundesliga,Germany,Right,4,5,85.0,75.0,76.0,91.0,63.0,61.0,67,79,49,82,70,94,69,51,77,89,84,86,93,86,92,73,65,78,53,75,59,65,81,82,55,84.0,64,63,68,6,9,8,8,11,87,84,81,78,90,63,64,86,83,86,84,80,79,73,59,84,67,59,84,79,75,94,93,93,87,84,83,65,49,64,63,66,69,78,59,59,CAM,4,5,Right,"184cm / 6'0""",72kg / 159lb,21,Germany,Bundesliga,FC Bayern München,,,,,
247635,K. Kvaratskhelia,"LW, RW",86,22,183,70,Napoli,Serie A,Georgia,Right,5,5,84.0,80.0,81.0,87.0,41.0,71.0,78,82,62,83,64,89,82,65,76,88,83,84,85,84,73,78,77,79,70,83,62,40,84,86,65,82.0,38,39,34,9,15,8,14,8,85,86,79,80,86,41,71,85,86,84,80,78,83,64,65,83,78,65,83,76,83,88,86,75,84,87,79,40,62,38,39,34,78,77,70,62,LW,5,5,Right,"183cm / 6'0""",70kg / 154lb,23,Georgia,Serie A,SSC Napoli,,,,,
251854,Pedri,CM,86,20,174,60,FC Barcelona,La Liga,Spain,Right,4,4,78.0,69.0,82.0,88.0,70.0,74.0,68,72,50,88,56,87,79,62,86,88,81,76,88,87,90,68,73,87,73,68,62,73,79,88,53,87.0,68,77,65,12,7,11,8,8,86,77,69,82,88,70,74,79,76,79,72,68,68,56,53,88,68,62,88,86,79,87,88,90,87,88,87,73,50,68,77,65,73,87,73,62,CM,4,4,Right,"174cm / 5'9""",60kg / 132lb,21,Spain,La Liga,FC Barcelona,,,,,
241721,Rafael Leão,"LW, CF, ST",86,24,188,81,Milan,Serie A,Portugal,Right,4,4,93.0,80.0,75.0,87.0,27.0,76.0,78,84,65,80,74,89,80,60,63,87,93,93,85,84,80,80,85,77,80,74,60,24,84,75,63,83.0,22,24,21,10,12,15,11,9,86,94,79,80,87,28,77,94,94,76,83,80,75,74,63,84,84,60,83,70,79,88,85,84,84,87,83,24,72,22,24,21,90,75,83,60,LW,4,5,Right,"188cm / 6'2""",81kg / 179lb,25,Portugal,Serie A,Milano FC,,,,,
252371,J. Bellingham,"CM, CAM",86,20,186,75,Real Madrid,La Liga,England,Right,4,4,76.0,78.0,80.0,85.0,78.0,82.0,66,81,69,87,71,87,73,56,86,86,77,75,81,87,79,78,79,93,75,76,85,82,83,84,57,81.0,77,79,77,14,11,10,5,8,90,80,87,83,88,78,83,81,80,91,90,85,86,77,74,90,66,68,89,89,73,89,82,79,91,89,87,82,75,77,79,77,84,93,77,85,CAM,4,4,Right,"186cm / 6'1""",75kg / 165lb,21,England,La Liga,Real Madrid,,,,,
253163,R. Araujo,"CB, RB",86,24,188,79,FC Barcelona,La Liga,Uruguay,Right,3,2,79.0,51.0,65.0,62.0,86.0,84.0,58,56,85,76,38,55,47,45,66,68,71,85,56,84,55,61,90,73,87,35,87,85,56,59,43,76.0,86,86,86,11,14,9,11,8,85,82,53,64,62,85,84,76,86,56,56,68,35,38,43,59,58,45,75,66,47,55,56,55,84,68,76,85,85,84,85,85,92,72,87,87,CB,3,2,Right,"188cm / 6'2""",79kg / 174lb,25,Uruguay,La Liga,FC Barcelona,,,,,
246669,B. Saka,"RW, RM",86,21,178,65,Arsenal,Premier League,England,Left,3,3,85.0,81.0,79.0,87.0,60.0,70.0,83,83,45,81,79,89,81,69,69,87,88,82,85,85,86,78,70,84,63,79,68,62,82,83,82,80.0,60,62,60,7,8,13,9,13,87,85,83,81,88,60,70,88,83,82,84,79,83,79,87,86,85,69,83,70,84,89,85,88,85,88,82,62,49,60,62,60,71,86,63,68,RW,4,3,Left,"178cm / 5'10""",65kg / 143lb,23,England,Premier League,Arsenal,,,,,
235243,M. de Ligt,CB,86,23,189,89,FC Bayern München,Bundesliga,Netherlands,Right,3,2,66.0,61.0,64.0,68.0,85.0,86.0,52,50,85,79,45,65,48,55,78,73,62,70,53,85,62,84,88,75,91,75,86,82,44,45,40,82.0,87,85,88,12,11,11,12,10,84,62,61,63,67,85,83,54,68,44,50,84,75,45,40,45,52,55,77,76,48,65,52,62,84,72,82,82,85,85,85,86,86,64,91,85,CB,3,2,Right,"189cm / 6'2""",89kg / 196lb,25,Holland,Premier League,Man Utd,,,,,
240130,Éder Militão,CB,86,25,186,78,Real Madrid,La Liga,Brazil,Right,3,2,85.0,50.0,69.0,71.0,86.0,82.0,69,48,87,78,34,70,60,40,76,72,82,88,70,85,62,62,92,85,79,42,84,86,64,59,60,74.0,86,87,85,11,8,15,12,15,85,85,50,69,71,85,82,81,88,64,48,62,42,34,60,59,69,40,78,76,60,70,70,62,84,72,76,85,86,85,86,85,91,85,79,83,CB,3,2,Right,"186cm / 6'1""",78kg / 172lb,26,Brazil,La Liga,Real Madrid,,,,,
241096,S. Tonali,"CDM, CM",86,23,181,79,Newcastle United,Premier League,Italy,Right,4,3,84.0,74.0,81.0,81.0,82.0,84.0,78,69,70,85,68,78,75,81,83,85,81,86,81,83,83,82,84,86,82,83,84,84,75,79,64,84.0,83,84,81,13,9,8,7,7,85,84,74,81,81,82,82,81,86,75,69,82,83,68,64,79,78,81,85,83,75,78,81,83,83,85,84,84,70,83,84,81,84,80,82,84,CDM,4,3,Right,"181cm / 5'11""",79kg / 174lb,24,Italy,Premier League,Newcastle Utd,,,,,
224232,N. Barella,CM,86,26,175,68,Inter,Serie A,Italy,Right,3,3,78.0,78.0,82.0,85.0,78.0,80.0,79,78,53,86,80,81,79,67,83,87,79,78,90,89,90,77,73,94,73,79,84,83,83,83,73,86.0,80,79,81,11,5,13,14,11,87,81,78,83,86,80,82,85,78,83,76,80,79,80,73,84,79,67,88,85,79,82,91,92,90,88,86,84,60,80,83,81,79,93,74,87,CM,4,3,Right,"172cm / 5'8""",68kg / 150lb,27,Italy,Serie A,Lombardia FC,,,,,
231281,T. Alexander-Arnold,RB,86,24,180,69,Liverpool,Premier League,England,Right,4,3,76.0,69.0,90.0,79.0,80.0,73.0,93,62,69,88,63,78,87,85,91,84,73,79,72,84,72,82,74,89,66,75,69,83,78,90,55,82.0,79,83,78,14,15,14,6,7,86,75,72,90,80,80,74,72,78,79,64,85,76,68,66,89,93,85,89,92,88,79,73,72,85,85,82,84,69,78,82,78,75,89,68,69,RB,4,3,Right,"180cm / 5'11""",72kg / 159lb,25,England,Premier League,Liverpool,,,,,
232411,C. Nkunku,"CF, CAM, ST",86,25,175,73,Chelsea,Premier League,France,Right,3,5,82.0,81.0,83.0,88.0,62.0,67.0,81,86,61,85,70,89,82,80,80,88,81,82,88,85,90,79,74,78,64,78,59,64,86,84,67,81.0,62,64,54,5,6,10,15,7,84,81,81,81,86,60,67,82,81,83,84,80,79,70,75,82,80,80,83,79,82,87,88,90,81,86,82,60,65,62,60,50,77,75,67,55,CAM,3,5,Right,"177cm / 5'10""",68kg / 150lb,26,France,Premier League,Chelsea,,,,,
231443,O. Dembélé,"RW, LW",86,26,178,67,Paris Saint Germain,Ligue 1,France,Left,5,5,93.0,77.0,81.0,87.0,36.0,57.0,86,75,43,80,76,89,82,64,76,87,94,93,90,80,81,83,65,68,52,76,54,36,80,83,75,81.0,42,30,33,6,6,14,10,13,86,92,75,82,88,41,57,94,91,80,72,83,74,76,75,85,86,64,83,78,84,89,94,81,82,87,82,38,43,42,42,34,65,69,52,54,RW,5,5,Left,"178cm / 5'10""",67kg / 148lb,27,France,Ligue 1,Paris SG,,,,,
